Run,Time (nanoseconds)
1,31250
2,26250
3,25125
4,23291
5,22917
6,22625
7,22708
8,22625
9,24750
10,22875
11,22708
12,22750
13,22584
14,22583
15,22708
16,22542
17,22709
18,24667
19,22500
20,26792
21,24917
22,23417
23,23084
24,22875
25,22791
26,22541
27,25000
28,47333
29,23250
30,47500
31,47583
32,53416
33,54125
34,24875
35,53708
36,47250
37,60583
38,47250
39,47333
40,26083
41,38958
42,54125
43,37875
44,46375
45,54375
46,71834
47,54666
48,54625
49,63917
50,56167
51,36500
52,47083
53,46167
54,52708
55,53292
56,50500
57,48875
58,52541
59,46750
60,26166
61,24166
62,23667
63,22666
64,22666
65,24750
66,56792
67,46459
68,22625
69,22666
70,22708
71,22750
72,22750
73,37292
74,22667
75,25208
76,22542
77,56959
78,50250
79,46292
80,55584
81,22708
82,48834
83,47458
84,45125
85,24750
86,24834
87,23417
88,22625
89,22750
90,22833
91,22625
92,22542
93,22833
94,22708
95,22708
96,22791
97,22667
98,22709
99,22625
100,22916
