Run,Time (nanoseconds)
1,55125
2,26000
3,24834
4,25417
5,22750
6,24542
7,22708
8,22625
9,22417
10,24833
11,22458
12,22417
13,22541
14,22542
15,33625
16,22500
17,22500
18,22583
19,22458
20,22333
21,22500
22,22542
23,22584
24,28000
25,25000
26,46125
27,52791
28,45334
29,45959
30,45916
31,57625
32,50084
33,46750
34,54916
35,50125
36,49917
37,54125
38,24334
39,57167
40,55750
41,45167
42,47500
43,47958
44,49708
45,44542
46,45291
47,45208
48,25916
49,45083
50,44459
51,55666
52,26333
53,49541
54,48916
55,52958
56,22834
57,56458
58,44333
59,55584
60,40959
61,44583
62,46209
63,27417
64,64458
65,47458
66,48125
67,52708
68,47583
69,45958
70,22667
71,53542
72,50166
73,56041
74,47375
75,39875
76,46000
77,42000
78,45042
79,54667
80,47750
81,50792
82,49000
83,69875
84,45125
85,44875
86,25708
87,28375
88,22750
89,116917
90,46625
91,23625
92,23167
93,22958
94,23458
95,22708
96,22959
97,22667
98,22833
99,22916
100,46292
