Run,Time (nanoseconds)
1,33000
2,28416
3,26875
4,23500
5,22875
6,22708
7,22625
8,22458
9,22583
10,22625
11,23042
12,22583
13,22583
14,22542
15,24417
16,22584
17,22625
18,22750
19,22459
20,22708
21,22583
22,22541
23,22583
24,24875
25,22834
26,24542
27,22709
28,24792
29,46042
30,47375
31,57292
32,56167
33,55833
34,26209
35,46042
36,27500
37,46833
38,46916
39,56375
40,55459
41,44667
42,27209
43,55833
44,44625
45,44583
46,44916
47,45583
48,53417
49,23959
50,47250
51,61750
52,55792
53,57416
54,28708
55,51000
56,47500
57,44292
58,40709
59,44708
60,44292
61,34166
62,25042
63,35708
64,25375
65,25041
66,23000
67,24833
68,22834
69,22500
70,46042
71,22958
72,22875
73,22708
74,22625
75,22750
76,24625
77,22833
78,22583
79,24792
80,69791
81,54750
82,27417
83,47375
84,46833
85,22833
86,52666
87,60959
88,23042
89,22583
90,22417
91,22583
92,22584
93,22875
94,24792
95,24792
96,22791
97,33459
98,22500
99,24917
100,32042
