Run,Time (nanoseconds)
1,34125
2,26125
3,25041
4,23375
5,24875
6,24583
7,22875
8,24834
9,24917
10,25042
11,24916
12,23000
13,22875
14,24834
15,22833
16,22791
17,22666
18,22833
19,47542
20,40167
21,24917
22,22875
23,24709
24,25000
25,24708
26,24917
27,22667
28,48416
29,75209
30,64042
31,51917
32,25000
33,52041
34,48417
35,46792
36,44792
37,34875
38,46875
39,22584
40,46542
41,63833
42,45833
43,83792
44,73792
45,46291
46,59708
47,26166
48,26291
49,27125
50,23459
51,22958
52,22958
53,75042
54,45209
55,45333
56,26125
57,44458
58,54209
59,35709
60,44208
61,55792
62,51167
63,50708
64,23792
65,43333
66,22750
67,22666
68,22834
69,24709
70,22667
71,24750
72,24709
73,22750
74,24833
75,24708
76,22667
77,24916
78,22750
79,24792
80,65917
81,52166
82,45542
83,45666
84,53666
85,49083
86,47666
87,49625
88,46041
89,22875
90,24916
91,24583
92,24625
93,22916
94,210459
95,115708
96,25000
97,25541
98,25208
99,41292
100,29584
