Run,Time (nanoseconds)
1,30917
2,26250
3,27792
4,25208
5,23709
6,22792
7,22625
8,22417
9,22667
10,22708
11,22667
12,22541
13,22542
14,22625
15,26042
16,26000
17,25708
18,27083
19,23375
20,22542
21,22709
22,22750
23,22583
24,22500
25,24958
26,22459
27,47625
28,61708
29,28500
30,51083
31,52500
32,50042
33,56166
34,29041
35,25792
36,46500
37,65458
38,46167
39,53750
40,46666
41,51625
42,44958
43,46417
44,44667
45,56250
46,49542
47,60791
48,44708
49,76542
50,34750
51,46500
52,46083
53,22875
54,51792
55,52541
56,56167
57,44709
58,23084
59,22917
60,23000
61,22541
62,22916
63,22833
64,23000
65,27166
66,22625
67,22875
68,24792
69,22833
70,22750
71,22708
72,22625
73,22750
74,22667
75,22583
76,22500
77,47000
78,44459
79,56166
80,45000
81,53375
82,55375
83,45334
84,44292
85,54834
86,26375
87,23666
88,23167
89,22625
90,22625
91,22625
92,22667
93,22791
94,22709
95,22750
96,24750
97,22708
98,22833
99,24875
100,22583
