Run,Time (nanoseconds)
1,31750
2,26375
3,26958
4,46708
5,50334
6,63167
7,26333
8,46250
9,45708
10,44834
11,44583
12,44459
13,44500
14,64333
15,45750
16,25250
17,23916
18,45375
19,45750
20,45250
21,49209
22,47542
23,44959
24,44875
25,51750
26,44875
27,44709
28,44666
29,44625
30,44750
31,44625
32,25416
33,33625
34,46458
35,25708
36,25542
37,45583
38,44625
39,52333
40,45625
41,45417
42,46083
43,45583
44,62167
45,58750
46,81625
47,72541
48,52625
49,50375
50,23375
51,25458
52,26000
53,41375
54,23542
55,45792
56,49875
57,26375
58,45750
59,62083
60,53167
61,88291
62,46916
63,58500
64,58042
65,66042
66,50042
67,57416
68,47125
69,44208
70,25250
71,31708
72,54417
73,75125
74,61083
75,50167
76,77458
77,59375
78,23083
79,39583
80,60083
81,43834
82,44208
83,44166
84,44209
85,60250
86,23791
87,43541
88,49833
89,46958
90,23666
91,44416
92,61042
93,44417
94,45500
95,47083
96,56375
97,37958
98,48209
99,22750
100,44625
