Run,Time (nanoseconds)
1,34084
2,26000
3,26666
4,23875
5,22916
6,22792
7,24792
8,22875
9,24792
10,22875
11,22875
12,22708
13,22792
14,22917
15,22834
16,25000
17,22667
18,22875
19,49125
20,25083
21,22583
22,47416
23,30875
24,24666
25,23125
26,22833
27,22375
28,26667
29,24791
30,61958
31,47208
32,43125
33,52417
34,46042
35,45208
36,49291
37,46291
38,57875
39,49500
40,46708
41,74541
42,45416
43,26459
44,52334
45,37375
46,44583
47,44958
48,51625
49,44709
50,44166
51,44667
52,60292
53,70666
54,58250
55,63625
56,41167
57,51958
58,40291
59,55709
60,25250
61,44750
62,22750
63,22500
64,24750
65,24667
66,22958
67,22458
68,22709
69,22500
70,22709
71,25958
72,23209
73,132833
74,23000
75,22834
76,23125
77,23000
78,22875
79,23083
80,26083
81,64208
82,44666
83,61750
84,54958
85,48667
86,58375
87,46708
88,22833
89,22334
90,48208
91,22791
92,22875
93,22708
94,22417
95,22750
96,22625
97,22417
98,22625
99,25000
100,24917
