Run,Time (nanoseconds)
1,52477709
2,40460000
3,40291750
4,39692000
5,40585792
6,39767833
7,40852875
8,41147834
9,40957375
10,50420459
11,80355750
12,78700208
13,67268458
14,70610417
15,56256291
16,42251458
17,41775208
18,41516792
19,41370792
20,41674417
21,41227333
22,41003166
23,40905917
24,40845916
25,41216333
26,40794250
27,40566000
28,41532042
29,40663459
30,41074458
31,40869666
32,41202125
33,41088375
34,40930834
35,40873833
36,40894917
37,41284208
38,41468667
39,40802083
40,41009000
41,40947875
42,40811458
43,41346708
44,40917708
45,40781750
46,41240333
47,41653458
48,41090833
49,40738167
50,41060458
51,40500792
52,40796417
53,41172875
54,40997000
55,40812084
56,40938875
57,40698333
58,40864708
59,41260083
60,41120208
61,41154959
62,40736000
63,40823708
64,40872750
65,41159750
66,40826125
67,40968042
68,41815333
69,41666958
70,40525250
71,41041083
72,40863083
73,41078209
74,41162000
75,41481708
76,41475375
77,40956209
78,40804250
79,40979750
80,41108250
81,40880500
82,41271250
83,40912000
84,41709458
85,41254917
86,41003833
87,40859625
88,40971916
89,41259458
90,41170500
91,40906292
92,41225333
93,40992083
94,40899750
95,56423375
96,41137917
97,41833750
98,41297041
99,41335250
100,41107792
