Run,Time (nanoseconds)
1,53654333
2,40982917
3,40153583
4,39745500
5,40231750
6,40162208
7,40293000
8,40210625
9,40322167
10,41757958
11,78884250
12,63534916
13,60397709
14,62834375
15,77518125
16,51290459
17,44034625
18,41873417
19,41704750
20,41671417
21,41573500
22,41192667
23,41440500
24,41805000
25,40904042
26,41696000
27,41287125
28,41153084
29,41185791
30,41019833
31,41293667
32,41758000
33,41223334
34,40674750
35,57777625
36,41261084
37,41471917
38,40829917
39,41004916
40,41005375
41,41480291
42,40911375
43,41411916
44,41088584
45,41484333
46,40748083
47,41364458
48,40887334
49,41084459
50,40965541
51,41012000
52,41396709
53,41427083
54,41065625
55,41454291
56,40917667
57,41035459
58,41166625
59,41409042
60,41039084
61,40849667
62,41086834
63,40863458
64,41086834
65,40878625
66,41989417
67,41034542
68,40982292
69,41260000
70,41097125
71,41438500
72,41569375
73,40973791
74,40858041
75,41152334
76,40655625
77,41276250
78,41111666
79,40983625
80,41429417
81,40959542
82,41205334
83,41279666
84,40897833
85,40942334
86,40997459
87,41901584
88,41374958
89,41450000
90,41066083
91,41293583
92,41583291
93,40875042
94,41304833
95,40926667
96,41204958
97,41489667
98,54587250
99,41527750
100,41512667
