Run,Time (nanoseconds)
1,52625625
2,40313625
3,40665916
4,39794125
5,40630875
6,40449875
7,40660750
8,40932250
9,72568750
10,89161750
11,59109000
12,70253625
13,61288625
14,51955542
15,41836833
16,41555083
17,41402833
18,41381459
19,41082667
20,41325583
21,41371000
22,41123209
23,41129417
24,41291500
25,57413333
26,41192625
27,41360375
28,41465791
29,41205042
30,40740292
31,40782208
32,40870791
33,41087333
34,40971083
35,41145000
36,41114000
37,40856541
38,40859167
39,40989542
40,41109708
41,40898083
42,41208125
43,41046500
44,40840625
45,40858083
46,41061250
47,40910292
48,41024583
49,41353375
50,41083583
51,41297625
52,40957375
53,40957584
54,40897625
55,40974625
56,40960166
57,41116625
58,40999459
59,41228583
60,41344041
61,41042625
62,41139250
63,41165958
64,41268458
65,41156333
66,41056250
67,40867250
68,40726000
69,40980875
70,41296209
71,41039500
72,40635625
73,41010084
74,41040584
75,41003667
76,41122541
77,41021625
78,40951209
79,40925667
80,41057166
81,56517125
82,41279458
83,41246792
84,41254209
85,41070375
86,41098708
87,41520291
88,41251416
89,41322167
90,41109458
91,41324000
92,40863250
93,41549458
94,40930667
95,41235583
96,40789792
97,41887334
98,41611208
99,41826375
100,41021541
