Run,Time (nanoseconds)
1,50869042
2,40659458
3,40156917
4,40392792
5,40089542
6,40617209
7,40769709
8,41381625
9,49766917
10,94995708
11,53912625
12,87107125
13,57756666
14,46872416
15,42106625
16,41856084
17,41979250
18,41856125
19,41598459
20,41783917
21,41662916
22,52844041
23,41676208
24,41452666
25,41881958
26,41262500
27,41724500
28,41477834
29,41896542
30,41334541
31,41790541
32,41576084
33,42061709
34,41503625
35,41214000
36,41324708
37,41598167
38,41046625
39,41551167
40,41749208
41,41432959
42,41434209
43,41402833
44,41410875
45,41532125
46,41439166
47,41772708
48,41215959
49,41252125
50,41417458
51,41631125
52,41356041
53,41251792
54,41468458
55,41670500
56,41701750
57,41413625
58,41741333
59,41512250
60,41341250
61,41218542
62,41577500
63,41553333
64,41364416
65,41513875
66,41344417
67,42035291
68,41640125
69,41613708
70,41319709
71,41388084
72,41341875
73,58495167
74,41726708
75,41450750
76,41860167
77,41763000
78,41198208
79,40955209
80,41589333
81,41449000
82,41475583
83,41376875
84,41484833
85,41329000
86,41216250
87,42103959
88,41979125
89,41600709
90,41755417
91,41684500
92,41517167
93,41850625
94,41795583
95,41306833
96,41629875
97,41291708
98,41806375
99,41422500
100,41771792
