Run,Time (nanoseconds)
1,42261666
2,41777250
3,41901375
4,41413583
5,41814666
6,41431000
7,42036458
8,44951958
9,42460417
10,43178875
11,43412500
12,42217000
13,41637959
14,41992584
15,42016041
16,41887917
17,41262417
18,41438625
19,41422625
20,41682041
21,41933708
22,41676292
23,41691292
24,41846875
25,41325708
26,41760500
27,41517958
28,41797667
29,41309083
30,41513083
31,41285375
32,41486292
33,41596833
34,41590459
35,40986333
36,42222250
37,41130333
38,41857416
39,41456375
40,54933417
41,42063958
42,41759541
43,41509125
44,41659917
45,41649166
46,41619417
47,41057875
48,41465333
49,41398125
50,41877833
51,41479750
52,41753625
53,41187542
54,42090708
55,41541500
56,42105167
57,41508208
58,41711167
59,41485917
60,42983291
61,41978875
62,41668541
63,41566916
64,42104917
65,42711834
66,41752291
67,42002875
68,41474167
69,41988792
70,42170625
71,41967417
72,41436667
73,42514041
74,42074208
75,42219125
76,41953833
77,41689167
78,41857708
79,42076208
80,41431666
81,41689000
82,41990208
83,41677916
84,41456750
85,41966958
86,41572500
87,41374792
88,41530500
89,41558209
90,41863333
91,41280334
92,41421125
93,41530542
94,41599458
95,41928250
96,44015250
97,41527750
98,41924542
99,41473125
100,58710958
