Run,Time (nanoseconds)
1,43258709
2,42578750
3,42202292
4,42149250
5,41919916
6,42222500
7,46452875
8,45726500
9,42626583
10,42613417
11,41583792
12,42319333
13,41934333
14,42658958
15,42356875
16,41932792
17,41974167
18,41933375
19,42190625
20,41944458
21,41868208
22,42342667
23,42413791
24,41721333
25,41898417
26,41761375
27,42255875
28,41886333
29,42208584
30,41577208
31,42217334
32,41927375
33,57924250
34,42215000
35,42028458
36,42533916
37,42107625
38,41761041
39,42089083
40,42405125
41,42071500
42,42611292
43,41631083
44,41749500
45,41833833
46,41821000
47,41756709
48,42455375
49,41995667
50,42032250
51,41883084
52,42459208
53,42031125
54,41739208
55,42376167
56,41863625
57,42033167
58,41735959
59,41895833
60,41520833
61,42084916
62,41811250
63,42122792
64,41942458
65,41849958
66,41890959
67,42180167
68,42372750
69,42474458
70,42138375
71,41853041
72,42315000
73,42151250
74,42281792
75,41808292
76,43075291
77,42341792
78,42502500
79,41968625
80,42283875
81,42070083
82,42375333
83,41947958
84,42430375
85,42085208
86,41622125
87,42252250
88,42577666
89,41801000
90,42019834
91,42277000
92,42324542
93,55760959
94,42850250
95,42835708
96,43162542
97,42488375
98,42454000
99,42136209
100,42431041
