Run,Time (nanoseconds)
1,1391792
2,889042
3,1289500
4,1130208
5,1275333
6,1299959
7,1340583
8,1262625
9,1078667
10,1024833
11,994875
12,965917
13,954667
14,950334
15,866708
16,864791
17,875834
18,877583
19,867875
20,861791
21,862167
22,986167
23,854209
24,1026750
25,814875
26,802916
27,802750
28,760417
29,755416
30,744833
31,745875
32,743000
33,748167
34,742792
35,735333
36,716958
37,720292
38,709625
39,715708
40,716083
41,711792
42,792417
43,829666
44,711334
45,712500
46,698541
47,701125
48,694708
49,689334
50,702083
51,696166
52,688625
53,675875
54,680458
55,657292
56,688000
57,684166
58,670250
59,670708
60,756375
61,717500
62,691792
63,684834
64,699750
65,679333
66,663667
67,709375
68,648000
69,651750
70,648375
71,654083
72,807500
73,671917
74,664958
75,644416
76,638459
77,637375
78,632750
79,644083
80,644000
81,627542
82,621333
83,627583
84,617500
85,617042
86,698542
87,711417
88,623292
89,630875
90,598041
91,595958
92,596292
93,598333
94,604167
95,599000
96,599041
97,587125
98,645542
99,638792
100,593708
