Run,Time (nanoseconds)
1,1478375
2,1453792
3,1227750
4,1201542
5,1156792
6,1140958
7,1136167
8,1054208
9,1090625
10,1235958
11,1159416
12,1617209
13,1019709
14,975083
15,941666
16,927708
17,878750
18,852333
19,850292
20,844459
21,829625
22,841000
23,835917
24,780208
25,787875
26,784958
27,786041
28,789875
29,782000
30,893125
31,757125
32,738208
33,945917
34,923709
35,868166
36,841500
37,823292
38,781250
39,786875
40,755333
41,758375
42,751833
43,741625
44,730250
45,715000
46,715625
47,724666
48,725959
49,746541
50,717958
51,711375
52,693916
53,694084
54,699667
55,700416
56,700333
57,678250
58,683000
59,681333
60,688500
61,685625
62,696041
63,677458
64,687625
65,869083
66,807958
67,752250
68,723291
69,708417
70,685584
71,692667
72,841250
73,658166
74,635208
75,619166
76,617667
77,623500
78,620833
79,631958
80,621791
81,651042
82,704375
83,694708
84,657250
85,636958
86,617375
87,619333
88,603000
89,604375
90,602917
91,643500
92,600083
93,592708
94,596208
95,600417
96,599667
97,643791
98,924417
99,651875
100,585083
