Run,Time (nanoseconds)
1,22567542
2,23172083
3,22929417
4,23107166
5,22913083
6,22919458
7,22898625
8,22836791
9,22912083
10,23030417
11,23222500
12,24676166
13,25733333
14,25689333
15,25439459
16,23626167
17,22838667
18,22891208
19,22907209
20,22830125
21,22939500
22,22991208
23,22943916
24,23139875
25,23148416
26,23420041
27,23091333
28,22997000
29,23129333
30,23037250
31,23023125
32,23069917
33,23029833
34,23237208
35,23036959
36,22945541
37,23121708
38,22957667
39,23239667
40,23268625
41,23125709
42,23282250
43,23070667
44,23127250
45,23214583
46,23120959
47,24308667
48,23109083
49,23366541
50,23090333
51,23070584
52,30643958
53,28066750
54,23183042
55,23565333
56,23295042
57,23027708
58,23100833
59,23133834
60,22989875
61,23027583
62,23378708
63,23117542
64,23267875
65,23001042
66,22976500
67,23123958
68,23087541
69,24030958
70,23036625
71,22953125
72,23109333
73,23008875
74,23008458
75,22979750
76,22985333
77,23118833
78,22971500
79,22984958
80,23626458
81,22957292
82,23037625
83,23159667
84,23134166
85,22915167
86,22952833
87,23014917
88,23154667
89,22899208
90,23083542
91,23205875
92,22984750
93,22905084
94,22895209
95,22908583
96,22800333
97,22846250
98,22885125
99,22727375
100,22821458
