Run,Time (nanoseconds)
1,22889167
2,23059000
3,22892583
4,23175417
5,22908583
6,22929208
7,22918583
8,22942791
9,22918708
10,22767417
11,23189625
12,23726291
13,24358875
14,23236791
15,23825625
16,24618208
17,23691084
18,23039000
19,22860583
20,22854959
21,22940208
22,22771208
23,23067500
24,23367458
25,23052459
26,38884375
27,22998125
28,23027167
29,22993042
30,22997500
31,23153125
32,23184875
33,22922375
34,23052417
35,22853959
36,22909042
37,22994750
38,22782250
39,22886250
40,22821625
41,23094792
42,22955666
43,22693958
44,22792834
45,23147333
46,23246583
47,23596250
48,23195125
49,23041917
50,23111125
51,23126458
52,23560167
53,23320459
54,23249458
55,23099959
56,23063750
57,23483375
58,23049541
59,23129625
60,23285667
61,23066292
62,23224625
63,23069750
64,23146917
65,23544625
66,23017625
67,23735833
68,23131375
69,23238000
70,23108875
71,23009958
72,23418417
73,23108041
74,23216709
75,22961250
76,23042125
77,23108458
78,22849875
79,22927708
80,23101291
81,23013500
82,23107542
83,23038167
84,22934292
85,22870208
86,22825625
87,23067958
88,22862208
89,22964000
90,23244541
91,23057459
92,23110916
93,23075416
94,23023292
95,23092792
96,22842208
97,22968000
98,23153666
99,22835417
100,23155500
