Run,Time (nanoseconds)
1,22562417
2,22999084
3,23183125
4,23226125
5,22854708
6,22925417
7,22831083
8,22697417
9,22893500
10,22944041
11,23455958
12,24432542
13,25863458
14,23774333
15,23416166
16,23044375
17,22965584
18,23744458
19,22829542
20,22900750
21,22726292
22,22737166
23,22796542
24,22783917
25,22786000
26,23114959
27,22909833
28,22869959
29,22702667
30,22740625
31,22756084
32,22645125
33,22788167
34,22795083
35,22834041
36,22815458
37,22711083
38,22742209
39,22894917
40,22790458
41,22807792
42,22877708
43,22847750
44,22904500
45,22783041
46,22710584
47,22773000
48,22821542
49,31938833
50,25301583
51,22791333
52,22826750
53,22887208
54,22864125
55,22757208
56,22832250
57,22777417
58,22935584
59,22795500
60,22821792
61,22857833
62,22758583
63,22741833
64,22891250
65,22807542
66,22850000
67,22844792
68,22834458
69,22860875
70,22807542
71,22787416
72,22955000
73,22822375
74,22894250
75,22783500
76,22811500
77,22856209
78,22796208
79,22866375
80,22769375
81,22838500
82,22890208
83,22784834
84,22770125
85,22859208
86,22834875
87,22878292
88,22767459
89,22731417
90,22849667
91,22828167
92,22753542
93,22827125
94,22826916
95,22842500
96,22821292
97,22841292
98,22800959
99,22785500
100,22721459
