Run,Time (nanoseconds)
1,23455125
2,23303625
3,23039708
4,23350791
5,23180833
6,23158167
7,23228875
8,22999875
9,23047750
10,42815250
11,25272542
12,26147458
13,26111042
14,25013125
15,23455042
16,23411625
17,23177042
18,23600542
19,23150333
20,23099459
21,23448541
22,23675500
23,23180500
24,23283958
25,23302541
26,22962083
27,23003375
28,23072459
29,23592500
30,23294459
31,22984458
32,22999834
33,23140583
34,22974875
35,23227125
36,22841209
37,22925166
38,22962750
39,22951875
40,23100542
41,22927708
42,22985209
43,23133500
44,23197833
45,23729166
46,23060209
47,23333500
48,23111917
49,22992792
50,23054417
51,22905667
52,23018417
53,23210541
54,22974209
55,23188708
56,23024583
57,22982500
58,23113416
59,22970333
60,22905875
61,23136791
62,22933459
63,32321375
64,26151834
65,23688416
66,23280417
67,22884208
68,22809583
69,22938917
70,22786416
71,23089666
72,22826334
73,22921625
74,23141958
75,22867125
76,22991291
77,22858416
78,22808208
79,22877083
80,22773500
81,22841667
82,23220834
83,22923333
84,22850292
85,22775833
86,22862333
87,22977458
88,22814834
89,22684750
90,23025709
91,22911167
92,23465292
93,22934417
94,23195000
95,23058875
96,22825000
97,22929708
98,22786167
99,22814709
100,22931834
