Run,Time (nanoseconds)
1,105077166
2,113078834
3,108693792
4,191242209
5,257609500
6,200399000
7,121402500
8,132910750
9,132559709
10,111195833
11,114396459
12,109917333
13,124027167
14,131844792
15,126858875
16,131904292
17,139085709
18,131646208
19,116879209
20,119993167
21,101683125
22,130900084
23,131149250
24,126043709
25,97258708
26,116742584
27,101692167
28,110835750
29,123838583
30,129814584
31,116629208
32,123623917
33,123924416
34,114636291
35,107561666
36,121826083
37,123277167
38,109751334
39,103674500
40,109619250
41,123855084
42,132358208
43,114736375
44,124248000
45,108095000
46,110149833
47,119860792
48,102264458
49,111180708
50,105385416
51,121434750
52,110029791
53,111678583
54,123537666
55,103736959
56,128216958
57,131593459
58,108755584
59,123868209
60,111610166
61,131349959
62,109591459
63,120831834
64,121817375
65,113146625
66,106558542
67,108676708
68,102092833
69,123920792
70,108932917
71,131665417
72,124795875
73,116584625
74,127626708
75,113814875
76,116500667
77,126939375
78,116866333
79,123939083
80,119468000
81,123957375
82,114775250
83,122624000
84,118081833
85,128936416
86,105966417
87,109077542
88,118795833
89,117630209
90,115983625
91,131199542
92,121546458
93,109732084
94,113272958
95,131196500
96,123701250
97,98000875
98,116334250
99,116160125
100,109888958
