Run,Time (nanoseconds)
1,128767708
2,119037917
3,131475541
4,189735458
5,164989333
6,155162458
7,126376250
8,117056250
9,122249083
10,118622792
11,117764584
12,109258458
13,99616458
14,99528166
15,114346625
16,120818166
17,131000708
18,105106750
19,102789458
20,104472792
21,130455333
22,124256667
23,123801250
24,109328000
25,124663333
26,122070791
27,123850042
28,117964792
29,122846625
30,123180166
31,122640417
32,115966959
33,129603833
34,118231375
35,123341541
36,115836709
37,121008625
38,109695500
39,100604750
40,131804458
41,123624667
42,121384083
43,124247042
44,126846250
45,108581458
46,123939542
47,93607834
48,108208041
49,103522583
50,115994250
51,117199959
52,141195167
53,132199583
54,99995167
55,108786791
56,126507541
57,113511208
58,113365667
59,116050292
60,131359333
61,120950875
62,131691708
63,113157959
64,131120750
65,132246500
66,123635833
67,114239750
68,123691167
69,130468042
70,131592125
71,130553416
72,131351500
73,131951375
74,128414041
75,113175208
76,122047708
77,126455916
78,125244417
79,123459083
80,106782167
81,120139291
82,116980584
83,115631167
84,132277083
85,124001084
86,127128958
87,131677584
88,126861333
89,102107291
90,116828625
91,108954083
92,117787333
93,113515084
94,116297292
95,123576584
96,131310083
97,119266375
98,106216042
99,108683583
100,111234042
