Run,Time (nanoseconds)
1,138114625
2,102531916
3,117700542
4,141015041
5,202130834
6,170715625
7,138728375
8,111540750
9,125067292
10,114829375
11,117958333
12,124101083
13,110276250
14,117533583
15,132128750
16,116426583
17,125057541
18,109364333
19,129464542
20,120705250
21,130899500
22,130312333
23,120240416
24,119625791
25,109353750
26,124164750
27,108971125
28,115592542
29,115529500
30,130490709
31,131922417
32,106471083
33,112310042
34,126924500
35,116393458
36,124325041
37,120970083
38,120743875
39,124514042
40,135678583
41,101648459
42,124666166
43,117853750
44,117623750
45,102404166
46,110831459
47,108541083
48,116405959
49,100377666
50,115031708
51,112355958
52,111882834
53,128556917
54,120866208
55,123057458
56,102427834
57,108312334
58,108892791
59,116426833
60,106659292
61,124560000
62,108199458
63,132033708
64,108719292
65,131543709
66,113409750
67,101583916
68,124049166
69,105536084
70,109081167
71,131475542
72,122288500
73,108884542
74,112150375
75,129750041
76,127048458
77,124090459
78,116500625
79,124224208
80,131239167
81,108122375
82,120333209
83,116311042
84,124205583
85,115231000
86,106480417
87,120735958
88,131356209
89,108881250
90,124589542
91,116911375
92,123881542
93,103397542
94,126961375
95,119772541
96,124754292
97,114870125
98,126182916
99,108018584
100,119554500
