Run,Time (nanoseconds)
1,390833
2,387416
3,404458
4,378209
5,417542
6,366167
7,401625
8,373250
9,382292
10,435000
11,422291
12,462667
13,392417
14,411083
15,398208
16,577958
17,392166
18,361375
19,368125
20,366583
21,387583
22,384042
23,394459
24,371208
25,361625
26,373084
27,371167
28,408541
29,365458
30,370042
31,369750
32,361875
33,360417
34,360791
35,358084
36,361500
37,369875
38,359833
39,360667
40,426083
41,360583
42,363417
43,369083
44,381292
45,362000
46,359542
47,361000
48,364708
49,361000
50,359083
51,365083
52,361292
53,373709
54,375791
55,359125
56,407250
57,416583
58,435292
59,370500
60,374625
61,359459
62,359708
63,408541
64,358500
65,358458
66,360667
67,360292
68,373417
69,357333
70,366625
71,376166
72,374333
73,360334
74,359500
75,358708
76,359375
77,382375
78,371042
79,524500
80,378500
81,359958
82,357708
83,358375
84,359667
85,360167
86,373625
87,373083
88,359958
89,584417
90,378250
91,378500
92,365083
93,356833
94,373875
95,355458
96,365166
97,355500
98,367250
99,356375
100,363083
