Run,Time (nanoseconds)
1,559208
2,559125
3,558750
4,558292
5,558625
6,559000
7,558375
8,395000
9,558875
10,547250
11,501917
12,501042
13,502375
14,502250
15,502458
16,502125
17,502291
18,501500
19,503792
20,502209
21,502041
22,501208
23,502209
24,505625
25,501833
26,464125
27,458125
28,458250
29,457833
30,457958
31,465250
32,322416
33,459542
34,458250
35,457000
36,457000
37,470833
38,493292
39,430917
40,424417
41,426834
42,424417
43,424583
44,424417
45,424791
46,424083
47,424333
48,424750
49,424583
50,424208
51,424375
52,421875
53,398458
54,400375
55,409709
56,414000
57,401333
58,282500
59,398000
60,400834
61,402917
62,399125
63,398250
64,398417
65,400459
66,398459
67,396125
68,384584
69,379708
70,381083
71,378500
72,381208
73,408333
74,378834
75,408709
76,398875
77,381625
78,267083
79,379208
80,378125
81,381834
82,379333
83,368792
84,362333
85,362625
86,362208
87,365375
88,362500
89,365041
90,362458
91,365209
92,363042
93,362000
94,362834
95,362542
96,362834
97,362292
98,362292
99,370000
100,363208
