Run,Time (nanoseconds)
1,260917
2,258375
3,258250
4,257958
5,257917
6,258041
7,258125
8,258125
9,258333
10,258125
11,258292
12,258375
13,258458
14,445416
15,366625
16,363459
17,390375
18,409625
19,362417
20,258208
21,258167
22,258250
23,299417
24,307042
25,258042
26,258291
27,349041
28,258042
29,258209
30,258167
31,258208
32,258084
33,258292
34,257833
35,408458
36,258292
37,258250
38,262666
39,258000
40,258250
41,258000
42,258292
43,257916
44,258292
45,258042
46,258250
47,376583
48,264500
49,258167
50,258000
51,258000
52,257875
53,263916
54,262208
55,394500
56,258125
57,328083
58,371208
59,258083
60,257834
61,258208
62,258084
63,257875
64,257958
65,257875
66,257917
67,257917
68,411167
69,345792
70,258041
71,257875
72,336625
73,257875
74,257916
75,258125
76,257958
77,257834
78,257875
79,257875
80,257833
81,267500
82,265542
83,272208
84,265666
85,257833
86,258125
87,258083
88,258083
89,258083
90,258083
91,428625
92,294708
93,294916
94,257959
95,265625
96,257875
97,258208
98,257916
99,258209
100,266042
