Run,Time (nanoseconds)
1,261625
2,258417
3,258291
4,258209
5,258208
6,257958
7,257917
8,258041
9,258917
10,258042
11,257875
12,324791
13,404791
14,410000
15,406625
16,440833
17,342334
18,258416
19,257959
20,258208
21,258083
22,267209
23,257917
24,257917
25,258000
26,258125
27,257916
28,257917
29,257833
30,257958
31,257916
32,258083
33,352625
34,299875
35,271834
36,258417
37,257875
38,257875
39,258292
40,257916
41,257917
42,258292
43,257875
44,258417
45,267917
46,284792
47,433708
48,457417
49,323084
50,258083
51,264875
52,258125
53,258042
54,258209
55,258042
56,258250
57,258000
58,258166
59,258084
60,258167
61,258083
62,258166
63,257875
64,258250
65,257875
66,258250
67,257875
68,258125
69,347334
70,257875
71,258125
72,258000
73,258209
74,262750
75,258208
76,257875
77,258209
78,257917
79,258250
80,286709
81,257917
82,257958
83,257958
84,258166
85,257833
86,330792
87,432208
88,496875
89,257917
90,258208
91,284625
92,290666
93,257917
94,258375
95,257875
96,258292
97,257875
98,258417
99,257875
100,258291
