Run,Time (nanoseconds)
1,348958
2,357417
3,361208
4,348292
5,341083
6,382875
7,339791
8,377834
9,334667
10,334417
11,330959
12,408458
13,344166
14,382417
15,344291
16,350750
17,370792
18,331042
19,396583
20,413791
21,386875
22,335333
23,331666
24,330458
25,340417
26,358166
27,329875
28,333042
29,331584
30,332125
31,330875
32,333584
33,330833
34,359542
35,337709
36,330334
37,344125
38,332750
39,329959
40,371250
41,333542
42,328916
43,329958
44,333833
45,374750
46,338459
47,331292
48,343458
49,330209
50,331125
51,342375
52,329500
53,356459
54,347708
55,330875
56,330500
57,516958
58,368709
59,329958
60,331000
61,337958
62,329084
63,329167
64,350291
65,382125
66,344167
67,328916
68,341833
69,330792
70,376000
71,329792
72,371083
73,329083
74,371375
75,330125
76,341041
77,330125
78,330583
79,330250
80,343042
81,330417
82,370417
83,370750
84,330459
85,328833
86,344167
87,342167
88,351833
89,362458
90,330250
91,334375
92,332209
93,335792
94,335875
95,327834
96,373250
97,332500
98,336833
99,391250
100,336708
