Run,Time (nanoseconds)
1,371583
2,338375
3,340958
4,339041
5,352042
6,342375
7,340708
8,337125
9,378208
10,345750
11,396833
12,372542
13,364250
14,383542
15,358334
16,367458
17,409583
18,333417
19,386084
20,413667
21,398375
22,365958
23,337041
24,344125
25,330041
26,342625
27,332500
28,371666
29,348125
30,330708
31,330709
32,330208
33,329292
34,329625
35,330333
36,371041
37,374166
38,331583
39,330000
40,330250
41,329417
42,330250
43,357792
44,332666
45,371625
46,340208
47,329959
48,356583
49,329500
50,328625
51,332667
52,342792
53,354334
54,333792
55,330625
56,345709
57,340583
58,340375
59,351833
60,381500
61,350750
62,329667
63,355625
64,331042
65,345666
66,330709
67,344084
68,371000
69,344833
70,339750
71,329584
72,389500
73,350208
74,339792
75,384125
76,329959
77,371500
78,378334
79,336625
80,374208
81,333500
82,356959
83,371167
84,354333
85,372334
86,326208
87,334834
88,332708
89,328042
90,326917
91,371708
92,355542
93,331500
94,333583
95,501834
96,355209
97,329084
98,375459
99,327250
100,334625
