Run,Time (nanoseconds)
1,80530708
2,76031542
3,73003833
4,71562583
5,77258625
6,150013417
7,98159916
8,76853666
9,75290333
10,75090500
11,77155041
12,75964042
13,74820541
14,75001083
15,73346500
16,74773708
17,75181792
18,74410375
19,74705792
20,74610958
21,74526875
22,73855125
23,89798750
24,75416125
25,73557542
26,74701708
27,73081375
28,74782583
29,75440292
30,74928000
31,74975666
32,75478125
33,75933292
34,75058417
35,74581625
36,72680666
37,74387625
38,75217916
39,75209709
40,75369000
41,75112709
42,75262000
43,73528875
44,76905708
45,73204459
46,76189375
47,75419584
48,73623083
49,74895541
50,75536792
51,74985208
52,73794917
53,75273208
54,88007708
55,76210541
56,75018708
57,75934916
58,74826375
59,75390500
60,75391083
61,76063583
62,75595167
63,74934667
64,76931333
65,75860125
66,76263541
67,74026000
68,74971250
69,75977917
70,76163000
71,72468958
72,74673875
73,73536250
74,75234083
75,76165625
76,74316042
77,75659959
78,75458000
79,73774833
80,75482041
81,75727000
82,75013208
83,76395916
84,75440750
85,75148750
86,75437917
87,74610625
88,74780583
89,89609625
90,75387666
91,75447500
92,75546958
93,75614333
94,75323709
95,75431625
96,76132000
97,75304958
98,74130000
99,75128708
100,75475333
