Run,Time (nanoseconds)
1,88030167
2,74442583
3,76411458
4,91409750
5,76079083
6,132844500
7,127346958
8,91399666
9,76994208
10,77091083
11,77134625
12,76608084
13,77690500
14,77028792
15,76035750
16,74955208
17,73922541
18,76971042
19,76410791
20,76403542
21,76765708
22,76495666
23,76140542
24,76373000
25,75005042
26,76608292
27,76618084
28,76499292
29,75731917
30,76689416
31,76186541
32,75203291
33,74802042
34,76123000
35,73963750
36,75951500
37,76687209
38,75738209
39,76728292
40,76041417
41,75440000
42,77212167
43,77450459
44,76211917
45,76458208
46,75883250
47,74381959
48,77605167
49,75329167
50,77137750
51,76695042
52,76909917
53,75093417
54,76164458
55,76942917
56,77225875
57,76077167
58,76332750
59,76266250
60,75173083
61,76282584
62,75238083
63,76810167
64,95102084
65,77223000
66,75735291
67,76368459
68,76394417
69,76325917
70,73991000
71,76630542
72,76598375
73,76311750
74,76432167
75,75650875
76,76114584
77,77684041
78,76669166
79,76601166
80,76628000
81,76552167
82,75935375
83,77693833
84,77205375
85,76643375
86,75672000
87,76274083
88,76384917
89,76451125
90,75611875
91,76853500
92,77131584
93,76729583
94,76671875
95,76803416
96,76707167
97,77716333
98,76257208
99,77381833
100,75978625
