Run,Time (nanoseconds)
1,636292
2,611791
3,611375
4,611417
5,611042
6,611250
7,611084
8,615792
9,677000
10,611667
11,906958
12,682208
13,611084
14,648917
15,614833
16,629250
17,611083
18,615834
19,611041
20,615875
21,692834
22,611625
23,615667
24,611333
25,611292
26,611291
27,673375
28,695708
29,611084
30,613875
31,621959
32,1008833
33,677959
34,611417
35,617416
36,611042
37,617333
38,611041
39,709542
40,628208
41,611042
42,621125
43,615875
44,611125
45,615833
46,805875
47,611083
48,615834
49,611041
50,615875
51,611167
52,1045459
53,613833
54,611125
55,613792
56,611041
57,633833
58,766708
59,618625
60,611250
61,618541
62,611291
63,618333
64,751750
65,611125
66,611083
67,611708
68,618375
69,611042
70,625375
71,618333
72,611166
73,768625
74,611125
75,618333
76,611083
77,766917
78,614959
79,619250
80,611083
81,618875
82,618292
83,712125
84,611000
85,618375
86,610959
87,618208
88,610958
89,625875
90,618375
91,611000
92,618292
93,610958
94,756584
95,854375
96,824333
97,611042
98,615833
99,611000
100,762000
