Run,Time (nanoseconds)
1,437292
2,401750
3,380125
4,419083
5,385959
6,387833
7,430791
8,376958
9,386208
10,379417
11,406958
12,377000
13,416625
14,430375
15,383875
16,398083
17,616167
18,450667
19,397500
20,385833
21,372917
22,373209
23,374834
24,443916
25,437000
26,431166
27,374084
28,545833
29,423458
30,416042
31,379583
32,423041
33,373000
34,374916
35,373334
36,373250
37,372167
38,373792
39,399041
40,448167
41,373250
42,383708
43,374708
44,414792
45,376041
46,380708
47,373542
48,423041
49,410167
50,378583
51,389000
52,414666
53,414083
54,414541
55,375708
56,429625
57,388875
58,373958
59,578417
60,438416
61,401167
62,376958
63,415625
64,372834
65,415125
66,373708
67,388667
68,384708
69,375625
70,374250
71,414833
72,372542
73,373667
74,373167
75,414084
76,412750
77,388417
78,401000
79,374584
80,373292
81,375042
82,374042
83,373125
84,391250
85,414291
86,412750
87,377292
88,385959
89,500500
90,375333
91,416125
92,371500
93,415500
94,370708
95,369500
96,376833
97,369833
98,375750
99,403417
100,379333
