Run,Time (nanoseconds)
1,518500
2,725417
3,725000
4,724875
5,724917
6,724875
7,724916
8,723959
9,703833
10,651708
11,651709
12,651375
13,655041
14,651625
15,651666
16,651666
17,651667
18,641958
19,594542
20,594583
21,594292
22,594292
23,593916
24,594208
25,595084
26,595583
27,614125
28,594208
29,715542
30,603666
31,580917
32,553625
33,553791
34,553792
35,554000
36,553791
37,552166
38,553625
39,551209
40,550792
41,551792
42,529458
43,522500
44,520875
45,516459
46,519334
47,519083
48,517250
49,519208
50,516458
51,516042
52,516833
53,502541
54,494625
55,491208
56,508833
57,645750
58,492041
59,494167
60,494583
61,491959
62,491542
63,494667
64,492375
65,470875
66,473667
67,469750
68,473750
69,470000
70,473334
71,482750
72,470500
73,470125
74,470541
75,477291
76,484750
77,474333
78,454125
79,454208
80,454000
81,456584
82,457000
83,453666
84,456875
85,456667
86,453916
87,457292
88,454000
89,460708
90,498833
91,456209
92,439917
93,439875
94,442625
95,439542
96,439834
97,440375
98,439375
99,433250
100,435875
