Run,Time (nanoseconds)
1,821250
2,771250
3,725291
4,725000
5,724500
6,731792
7,726083
8,726750
9,734917
10,725375
11,725416
12,692917
13,651750
14,663500
15,656542
16,654541
17,656000
18,652417
19,664750
20,678500
21,650542
22,857417
23,966042
24,2629708
25,1575291
26,4882417
27,679042
28,550125
29,589917
30,1346750
31,1121792
32,1350833
33,877458
34,1657083
35,1244500
36,1532083
37,827875
38,783167
39,492542
40,491209
41,491959
42,490875
43,579375
44,814833
45,1420291
46,1526750
47,488500
48,1298417
49,607666
50,462792
51,461542
52,453459
53,457166
54,453792
55,457459
56,454000
57,454458
58,443417
59,442791
60,440042
61,439750
62,440125
63,440500
64,440458
65,439334
66,440583
67,434792
68,457167
69,447417
70,436000
71,436709
72,433334
73,436916
74,433833
75,434042
76,432708
77,436833
78,432833
79,429916
80,429750
81,430041
82,424209
83,424167
84,453916
85,475375
86,458125
87,428083
88,431916
89,442167
90,421750
91,422334
92,424625
93,422250
94,424416
95,422875
96,420416
97,426750
98,442791
99,424458
100,433333
