Run,Time (nanoseconds)
1,827917
2,816917
3,816083
4,837667
5,815792
6,815042
7,817500
8,814875
9,815583
10,927750
11,827625
12,724209
13,726250
14,727083
15,725042
16,724500
17,724541
18,668375
19,593625
20,593958
21,594875
22,594708
23,594625
24,594167
25,596167
26,594000
27,594125
28,597417
29,596375
30,598125
31,598167
32,607417
33,594042
34,593750
35,666041
36,677000
37,607667
38,593916
39,594750
40,595459
41,560000
42,550083
43,550291
44,532709
45,491750
46,491250
47,491667
48,500917
49,503750
50,494125
51,493625
52,501125
53,491375
54,517333
55,491959
56,493000
57,496416
58,491208
59,492917
60,491667
61,490708
62,495334
63,560000
64,493042
65,492667
66,491667
67,491958
68,491875
69,491250
70,491584
71,491625
72,491708
73,491666
74,492542
75,491917
76,492041
77,492250
78,486833
79,470583
80,470459
81,470500
82,472417
83,470792
84,470375
85,470750
86,470167
87,473250
88,480292
89,470750
90,470417
91,457417
92,453709
93,453833
94,453750
95,459875
96,546792
97,458208
98,454708
99,453500
100,453458
