Run,Time (nanoseconds)
1,150500
2,150625
3,147042
4,147000
5,146875
6,146959
7,154916
8,146834
9,146834
10,149209
11,146875
12,152417
13,146875
14,147208
15,147042
16,258209
17,294667
18,152250
19,318292
20,238416
21,147250
22,234167
23,146875
24,146875
25,146833
26,149209
27,146792
28,146833
29,178292
30,244208
31,146875
32,146917
33,147125
34,146833
35,146833
36,146834
37,147083
38,147167
39,147125
40,146792
41,146875
42,146834
43,147167
44,146792
45,166250
46,146916
47,146875
48,154125
49,167583
50,261791
51,157166
52,254334
53,314792
54,147000
55,174625
56,150167
57,146834
58,146916
59,146792
60,147000
61,148292
62,198459
63,167625
64,147042
65,146834
66,146833
67,146791
68,147125
69,146791
70,146834
71,146875
72,147167
73,146792
74,146833
75,146834
76,153791
77,146875
78,146917
79,149167
80,174500
81,191208
82,256375
83,155625
84,146875
85,248958
86,160958
87,147209
88,146875
89,146875
90,146875
91,148166
92,146875
93,156875
94,146917
95,154708
96,150209
97,146875
98,146875
99,146958
100,154000
