Run,Time (nanoseconds)
1,57223042
2,57315750
3,57758000
4,58593042
5,68909166
6,63393292
7,60416417
8,56768916
9,56620250
10,56800250
11,57066750
12,56658375
13,56597209
14,56481125
15,56597042
16,56506667
17,56527542
18,56502500
19,56729000
20,56523958
21,56616042
22,56527708
23,56583042
24,56553833
25,56564958
26,56584125
27,56461958
28,56471459
29,56552541
30,56539667
31,56545041
32,56547125
33,56798125
34,56477959
35,56519667
36,56491667
37,56479708
38,56461792
39,56606708
40,56500625
41,56488667
42,56598291
43,56538875
44,56834042
45,56632833
46,56425375
47,56868709
48,67075375
49,56625416
50,56551834
51,56691000
52,56530333
53,56574917
54,56535792
55,56510750
56,56591750
57,56487709
58,56484417
59,56535667
60,56508083
61,56534166
62,56522916
63,56577584
64,56579167
65,56492083
66,56603208
67,56518500
68,56473584
69,56633167
70,56543667
71,56578166
72,56457958
73,56659709
74,56592959
75,56578459
76,56620875
77,56604000
78,56633958
79,56561916
80,56617625
81,56828042
82,56583542
83,56543542
84,56520291
85,68449500
86,56724375
87,56514250
88,56557875
89,56734875
90,56452542
91,57263375
92,56589625
93,56508375
94,56543417
95,56558125
96,56533750
97,56511459
98,56642000
99,56679375
100,56512333
