Run,Time (nanoseconds)
1,57393291
2,56961542
3,56621917
4,56644417
5,58382875
6,57515791
7,56569125
8,60773750
9,58150167
10,56759167
11,56982042
12,56730333
13,56740042
14,56620208
15,56562917
16,56614250
17,56517500
18,56591084
19,68275209
20,56594417
21,56623875
22,56529875
23,56440417
24,56667250
25,56476500
26,56641000
27,56549917
28,56509250
29,56560042
30,56568417
31,56509458
32,56466417
33,56560958
34,56655042
35,56574125
36,56500459
37,56557917
38,56692500
39,56773792
40,56612458
41,56621083
42,56790958
43,57584167
44,57189375
45,56705791
46,56593583
47,56605625
48,56512875
49,57005917
50,56576000
51,56663166
52,56587041
53,56516833
54,56680625
55,56602042
56,56496291
57,56573542
58,56565625
59,56546042
60,56481125
61,56534833
62,56426416
63,56480250
64,56560833
65,56835208
66,56535250
67,56824166
68,57083792
69,57932042
70,56677541
71,56490042
72,57733458
73,56601750
74,56547667
75,56583542
76,56520250
77,56550666
78,56675959
79,56634416
80,56523333
81,56683292
82,66366000
83,56658709
84,56568583
85,56629250
86,56870459
87,56577750
88,57186875
89,56503334
90,56541542
91,56542875
92,56496000
93,56582583
94,56515000
95,57253500
96,56839500
97,56534208
98,56670375
99,57130375
100,56714792
