Run,Time (nanoseconds)
1,56928334
2,57073375
3,56621250
4,56627833
5,59792334
6,63821375
7,57803209
8,56847292
9,56557500
10,56660500
11,56851083
12,56668084
13,56614708
14,56510042
15,56659458
16,56657625
17,56506042
18,56502709
19,67620958
20,56537792
21,56489209
22,56594500
23,56544792
24,56574500
25,56572208
26,56561834
27,56564000
28,56533625
29,56477750
30,56471416
31,56564750
32,56504166
33,56612958
34,56514709
35,56599292
36,56558625
37,56458000
38,56414125
39,56500625
40,56532250
41,56588750
42,56753750
43,56604542
44,56619167
45,56490000
46,56840917
47,56761083
48,56687917
49,56523334
50,56540041
51,56641291
52,56534542
53,56662667
54,56609000
55,56742500
56,56565000
57,56511000
58,56577000
59,56506417
60,56600875
61,56579500
62,56544333
63,56527458
64,56492208
65,56383916
66,56869959
67,56511334
68,56564334
69,56437416
70,56582208
71,56496083
72,56614709
73,56490125
74,56608750
75,56488167
76,56492375
77,69006208
78,56581917
79,56657500
80,56480291
81,56594000
82,56774125
83,56650917
84,56584000
85,57761375
86,56646041
87,56545417
88,56579333
89,56524167
90,56604667
91,56584500
92,56514292
93,56627833
94,56503416
95,56525417
96,56589292
97,56481250
98,57068584
99,56527667
100,56592667
