Run,Time (nanoseconds)
1,67958
2,65750
3,65625
4,65500
5,65459
6,65500
7,65542
8,65416
9,65375
10,65542
11,65416
12,65459
13,65291
14,65542
15,65375
16,65333
17,65375
18,65375
19,65375
20,65416
21,65417
22,65375
23,65542
24,65500
25,142542
26,65708
27,107958
28,108209
29,65709
30,65541
31,65500
32,65459
33,65542
34,65416
35,65459
36,65333
37,65375
38,65333
39,65417
40,65375
41,65375
42,65375
43,65417
44,65375
45,65375
46,65375
47,65458
48,104792
49,98542
50,123542
51,105166
52,110541
53,101959
54,202417
55,256500
56,78667
57,92708
58,65333
59,65417
60,65375
61,65416
62,65333
63,65333
64,65375
65,65375
66,65375
67,65416
68,112291
69,110458
70,65375
71,65375
72,65375
73,65416
74,65375
75,65333
76,65375
77,65416
78,65333
79,65416
80,65417
81,65417
82,65458
83,65416
84,65417
85,65500
86,65333
87,65375
88,65333
89,65458
90,73250
91,65333
92,98791
93,65375
94,65417
95,65375
96,65375
97,65375
98,65625
99,65458
100,65542
