Run,Time (nanoseconds)
1,68416
2,65917
3,65750
4,65500
5,65416
6,65583
7,65416
8,65375
9,65541
10,65417
11,65417
12,65375
13,65541
14,65375
15,65500
16,65333
17,65375
18,65416
19,65542
20,65375
21,70875
22,65417
23,100334
24,122542
25,108833
26,104000
27,65584
28,102500
29,95791
30,121042
31,107625
32,105833
33,65625
34,136166
35,109625
36,119292
37,124000
38,86750
39,119916
40,157791
41,127375
42,118458
43,65542
44,65584
45,65375
46,65416
47,65417
48,65500
49,65334
50,65416
51,65417
52,65375
53,65375
54,65334
55,69875
56,65417
57,65334
58,65375
59,65416
60,65417
61,65375
62,93666
63,65417
64,65459
65,77458
66,65541
67,65375
68,65458
69,65667
70,65583
71,65458
72,65458
73,65417
74,65583
75,65500
76,65375
77,65375
78,65500
79,65458
80,65375
81,65375
82,65417
83,65334
84,98500
85,69416
86,70292
87,65333
88,77583
89,65333
90,69541
91,79500
92,65416
93,65375
94,65417
95,71750
96,65542
97,65333
98,73542
99,71625
100,65334
