Run,Time (nanoseconds)
1,67250
2,48084
3,34750
4,32667
5,31709
6,31041
7,31000
8,30459
9,29958
10,29625
11,29792
12,29916
13,29542
14,29500
15,29750
16,29709
17,30000
18,29666
19,29834
20,29541
21,29333
22,30166
23,30000
24,30167
25,29708
26,29333
27,30000
28,29875
29,29875
30,30125
31,29917
32,29542
33,30167
34,30083
35,29958
36,30041
37,29917
38,30042
39,29375
40,30000
41,29667
42,29667
43,29625
44,28958
45,29750
46,29583
47,30083
48,29792
49,29875
50,28875
51,29167
52,29291
53,29625
54,29667
55,29875
56,29791
57,29833
58,29834
59,29792
60,29875
61,30166
62,29500
63,28875
64,29583
65,29750
66,29375
67,29542
68,29500
69,29500
70,29958
71,29792
72,29708
73,29625
74,29750
75,29542
76,29667
77,29625
78,29542
79,29417
80,29417
81,29708
82,29708
83,29667
84,29792
85,29834
86,29792
87,29417
88,29666
89,29792
90,29625
91,29750
92,29375
93,29542
94,29333
95,29959
96,29500
97,29542
98,29458
99,29959
100,30000
