Run,Time (nanoseconds)
1,19917
2,14625
3,13125
4,11458
5,10875
6,25541
7,9959
8,9958
9,10542
10,10541
11,24375
12,23667
13,14208
14,12083
15,10583
16,10084
17,10459
18,9750
19,10458
20,9708
21,10459
22,9792
23,9833
24,10334
25,17333
26,10375
27,9792
28,9792
29,17417
30,25000
31,30083
32,21791
33,14792
34,12709
35,30334
36,33667
37,29125
38,19334
39,30334
40,24375
41,21542
42,19209
43,18583
44,21583
45,30375
46,29500
47,26208
48,25250
49,9959
50,38625
51,11417
52,26708
53,10583
54,10625
55,10459
56,10500
57,10542
58,9916
59,9833
60,37542
61,13167
62,36208
63,23875
64,19959
65,30333
66,40791
67,10125
68,18458
69,23875
70,10167
71,10791
72,10083
73,10666
74,9959
75,9916
76,10750
77,10542
78,10709
79,18208
80,10750
81,9917
82,17875
83,9959
84,22458
85,10667
86,10500
87,9958
88,15791
89,10250
90,31792
91,31667
92,24625
93,28875
94,9875
95,29583
96,32125
97,10625
98,10458
99,10917
100,22375
