Run,Time (nanoseconds)
1,22209
2,14791
3,12875
4,10875
5,10250
6,9875
7,10542
8,9792
9,9667
10,9709
11,9875
12,10625
13,9833
14,9750
15,9750
16,9833
17,9834
18,9791
19,9792
20,10333
21,9750
22,9750
23,9709
24,9750
25,9750
26,9875
27,9958
28,9792
29,9834
30,9833
31,9750
32,9750
33,47166
34,29500
35,24000
36,35917
37,9792
38,27125
39,14917
40,26333
41,23125
42,22167
43,23125
44,21916
45,22541
46,34166
47,24250
48,44584
49,51625
50,32500
51,14416
52,12542
53,10917
54,10292
55,10167
56,10750
57,10625
58,10083
59,9834
60,9791
61,32375
62,27042
63,14250
64,13000
65,10791
66,11042
67,10000
68,9875
69,9708
70,22875
71,10041
72,10584
73,9959
74,9666
75,11208
76,9875
77,9875
78,9833
79,9959
80,10625
81,9875
82,10542
83,9708
84,9792
85,9959
86,9959
87,9833
88,10500
89,10625
90,9917
91,9833
92,10708
93,33625
94,32250
95,23583
96,22125
97,23541
98,37125
99,10666
100,10250
