Run,Time (nanoseconds)
1,20209
2,14875
3,12958
4,10792
5,10167
6,9875
7,9750
8,9833
9,9750
10,9917
11,9875
12,9833
13,9750
14,9667
15,9750
16,9792
17,9667
18,9875
19,9916
20,9667
21,9792
22,9667
23,9666
24,9750
25,9792
26,9791
27,9708
28,9750
29,9833
30,9792
31,9958
32,27167
33,38291
34,25125
35,24750
36,25125
37,37250
38,9833
39,23667
40,43084
41,26125
42,34000
43,32542
44,23250
45,33291
46,9667
47,22459
48,42209
49,46500
50,30584
51,14417
52,31333
53,11583
54,10459
55,9875
56,9833
57,9875
58,9792
59,9834
60,32167
61,22625
62,23000
63,32084
64,26917
65,34625
66,29500
67,10042
68,10000
69,9917
70,10625
71,9958
72,9833
73,10542
74,9708
75,9875
76,9625
77,9750
78,9875
79,9875
80,9917
81,9833
82,9666
83,9750
84,9916
85,9625
86,9833
87,9667
88,9833
89,9750
90,28125
91,24042
92,21833
93,9625
94,28625
95,15500
96,29208
97,11084
98,10416
99,9917
100,10542
