Run,Time (nanoseconds)
1,125542
2,123417
3,117958
4,115500
5,113292
6,111709
7,110333
8,109458
9,108708
10,108333
11,108500
12,107833
13,108083
14,123750
15,107625
16,107084
17,148750
18,193625
19,237166
20,213291
21,134333
22,161917
23,208958
24,207167
25,240292
26,131417
27,156750
28,113208
29,110583
30,109750
31,109375
32,108916
33,107833
34,165125
35,115584
36,153208
37,152916
38,112417
39,111417
40,110000
41,109292
42,108209
43,107666
44,107750
45,107250
46,107625
47,107208
48,107500
49,107125
50,107333
51,106791
52,107083
53,216916
54,117166
55,114000
56,111375
57,110458
58,109917
59,110125
60,110250
61,109167
62,109167
63,108833
64,117084
65,108541
66,108916
67,108875
68,108417
69,108167
70,108125
71,107833
72,153958
73,178083
74,225166
75,201583
76,110541
77,118250
78,115667
79,112708
80,110375
81,109625
82,109250
83,108292
84,108709
85,107833
86,107709
87,107750
88,107250
89,152458
90,107750
91,107125
92,107208
93,107292
94,107167
95,106667
96,107459
97,106625
98,107542
99,107416
100,107333
