Run,Time (nanoseconds)
1,126792
2,122750
3,119333
4,114167
5,111291
6,110000
7,109666
8,109125
9,109291
10,108083
11,107709
12,108458
13,107916
14,107917
15,107334
16,107000
17,107334
18,210167
19,229625
20,131250
21,199792
22,107125
23,226292
24,210334
25,198541
26,234084
27,154041
28,187541
29,120916
30,117917
31,113834
32,111833
33,109917
34,238459
35,199500
36,122875
37,143291
38,119041
39,114250
40,112083
41,111583
42,111375
43,110500
44,108458
45,155500
46,107417
47,108250
48,108833
49,108542
50,107292
51,108250
52,109250
53,197583
54,220042
55,110167
56,199208
57,108750
58,320000
59,107584
60,108500
61,107541
62,106917
63,106458
64,106584
65,105750
66,105500
67,105750
68,105792
69,105875
70,198375
71,210167
72,108708
73,107750
74,107291
75,107250
76,107083
77,107334
78,106625
79,105500
80,106084
81,106792
82,106250
83,106958
84,105750
85,106541
86,105833
87,106500
88,107125
89,231833
90,153875
91,110458
92,109500
93,108125
94,108041
95,107917
96,108042
97,108083
98,107292
99,107166
100,107667
