Run,Time (nanoseconds)
1,126958
2,121958
3,125625
4,115041
5,113750
6,112250
7,115750
8,109959
9,123083
10,119459
11,113458
12,111542
13,108958
14,108625
15,108666
16,108209
17,136667
18,133042
19,181875
20,152292
21,200583
22,119833
23,206584
24,201042
25,227583
26,253292
27,177833
28,116542
29,113667
30,112625
31,112167
32,110125
33,109708
34,109542
35,136459
36,152458
37,109208
38,109250
39,108167
40,107666
41,177084
42,108000
43,107625
44,108208
45,114917
46,107541
47,107625
48,107334
49,106875
50,108584
51,107208
52,107333
53,107625
54,140458
55,112083
56,125417
57,108250
58,107084
59,107959
60,107667
61,107292
62,106416
63,106875
64,106166
65,112875
66,115250
67,107042
68,106792
69,106167
70,107333
71,127750
72,107209
73,233917
74,121166
75,215125
76,118667
77,263375
78,110667
79,109625
80,109291
81,107875
82,108291
83,107750
84,107416
85,107166
86,114083
87,107458
88,107167
89,106666
90,151375
91,208208
92,108458
93,107958
94,107375
95,113875
96,140875
97,117125
98,112959
99,110500
100,154209
