Run,Time (nanoseconds)
1,243667
2,211333
3,207083
4,206417
5,207042
6,207167
7,207292
8,206542
9,207000
10,206917
11,206958
12,208000
13,208083
14,207375
15,208166
16,208291
17,210708
18,207958
19,210792
20,210625
21,208042
22,208042
23,208041
24,207541
25,208584
26,207416
27,206584
28,207208
29,207542
30,190917
31,184250
32,184584
33,184500
34,184833
35,184792
36,183750
37,184875
38,184791
39,186709
40,185042
41,187625
42,185000
43,184584
44,190167
45,185000
46,185000
47,185000
48,185041
49,184583
50,186666
51,184333
52,184000
53,183917
54,184167
55,187834
56,189959
57,195000
58,184917
59,185000
60,184125
61,172958
62,165917
63,168458
64,165791
65,165833
66,166250
67,166167
68,166416
69,166125
70,166209
71,166208
72,172334
73,166208
74,165875
75,165875
76,165584
77,172292
78,165375
79,164625
80,165500
81,165459
82,165709
83,165916
84,165333
85,166542
86,165417
87,167042
88,165458
89,165417
90,165292
91,167500
92,165458
93,165458
94,165458
95,165791
96,165375
97,165334
98,165833
99,172000
100,203167
