Run,Time (nanoseconds)
1,97875
2,195959
3,208666
4,208166
5,208042
6,208000
7,208333
8,208042
9,207916
10,208125
11,199458
12,184666
13,184834
14,184916
15,185000
16,185042
17,184625
18,184833
19,184917
20,185042
21,184333
22,184333
23,183792
24,229000
25,189541
26,203333
27,185125
28,185000
29,185000
30,184958
31,184750
32,184792
33,184917
34,184958
35,185416
36,184958
37,184834
38,184167
39,184167
40,184792
41,185125
42,168500
43,165833
44,166375
45,166417
46,166125
47,166334
48,166375
49,166375
50,166000
51,165667
52,165375
53,165875
54,166042
55,166333
56,165708
57,165584
58,166959
59,165917
60,175875
61,166208
62,166416
63,165667
64,165708
65,166208
66,166250
67,166459
68,166333
69,166500
70,165500
71,165542
72,166500
73,166417
74,166417
75,166333
76,165750
77,151791
78,154042
79,157417
80,150958
81,153708
82,151542
83,154000
84,151583
85,152041
86,151875
87,151500
88,151625
89,151541
90,151625
91,151750
92,151750
93,151375
94,151541
95,151625
96,151542
97,153542
98,151416
99,158666
100,151875
