Run,Time (nanoseconds)
1,141125
2,138042
3,132292
4,132833
5,131667
6,132000
7,132292
8,132083
9,131875
10,132125
11,131167
12,131917
13,132000
14,132166
15,131917
16,132000
17,131500
18,130958
19,131250
20,130875
21,130917
22,130916
23,131083
24,131083
25,131083
26,130542
27,131125
28,130917
29,131042
30,131000
31,130958
32,130541
33,131000
34,131167
35,130541
36,131125
37,130958
38,130833
39,131042
40,130834
41,130625
42,130875
43,131000
44,131000
45,130833
46,127917
47,125125
48,125416
49,125792
50,125542
51,125416
52,125458
53,125333
54,125708
55,125291
56,125166
57,125375
58,125375
59,125333
60,124917
61,125541
62,125708
63,124791
64,125375
65,125459
66,126916
67,125208
68,125375
69,125209
70,125375
71,125292
72,125250
73,125417
74,124834
75,124792
76,124291
77,124125
78,124167
79,124667
80,124709
81,124666
82,125542
83,124500
84,125750
85,125042
86,125166
87,125292
88,126084
89,126500
90,125875
91,125750
92,122500
93,120041
94,120834
95,122417
96,119292
97,119291
98,119458
99,119500
100,119250
