Run,Time (nanoseconds)
1,16917
2,11500
3,10833
4,9792
5,9833
6,9583
7,9625
8,9666
9,10375
10,9750
11,9625
12,9708
13,9625
14,9708
15,9542
16,9583
17,9541
18,9542
19,10166
20,9458
21,9709
22,9417
23,9625
24,21334
25,11875
26,12042
27,11666
28,20833
29,20250
30,26708
31,26500
32,9750
33,27083
34,22375
35,9750
36,29458
37,20959
38,24042
39,26375
40,20041
41,20042
42,19833
43,19917
44,26042
45,22417
46,20333
47,20459
48,14208
49,21166
50,21208
51,20625
52,20000
53,23916
54,12916
55,21833
56,26875
57,20083
58,20417
59,23084
60,24125
61,9792
62,11667
63,10500
64,9791
65,9625
66,9709
67,9500
68,9542
69,9791
70,20416
71,9708
72,10083
73,9667
74,9750
75,9708
76,9750
77,10292
78,9875
79,9542
80,10500
81,10333
82,9792
83,9709
84,9500
85,9709
86,9792
87,20333
88,27417
89,10250
90,20833
91,9750
92,24541
93,20709
94,17625
95,9709
96,9875
97,9875
98,10417
99,10458
100,9500
