Run,Time (nanoseconds)
1,17834
2,12542
3,11458
4,11041
5,10041
6,9750
7,9917
8,10250
9,9709
10,9709
11,9709
12,21417
13,33833
14,21250
15,10458
16,9666
17,9625
18,9667
19,10416
20,9708
21,9833
22,10167
23,9709
24,9708
25,9459
26,9708
27,9625
28,9625
29,9625
30,9500
31,21375
32,25458
33,27792
34,25750
35,23458
36,20834
37,12083
38,11250
39,10917
40,9750
41,24208
42,16417
43,19583
44,20208
45,39125
46,20083
47,27709
48,24375
49,32750
50,19917
51,20959
52,20292
53,28250
54,28375
55,20375
56,27167
57,25292
58,9791
59,27792
60,26167
61,10542
62,19916
63,19875
64,21000
65,21708
66,10584
67,12000
68,9750
69,9667
70,9875
71,9917
72,9541
73,34916
74,9625
75,9834
76,9750
77,9625
78,9500
79,9709
80,9667
81,9833
82,9750
83,9750
84,9750
85,18250
86,25417
87,10416
88,27042
89,20709
90,27625
91,12500
92,20709
93,37167
94,11459
95,10000
96,9833
97,9791
98,30834
99,29542
100,9875
