Run,Time (nanoseconds)
1,2271500
2,2221417
3,2162250
4,1999333
5,2014584
6,1963334
7,1240917
8,1852542
9,1897041
10,1834667
11,1733208
12,1709917
13,1696833
14,1674916
15,1592250
16,1594875
17,1596209
18,1180417
19,1582416
20,1546083
21,1533667
22,1498834
23,1466833
24,1465708
25,1509875
26,1490083
27,1418750
28,1414541
29,1383750
30,1399375
31,1371583
32,1340292
33,1337500
34,1340208
35,1340500
36,1326250
37,1349458
38,918375
39,1326875
40,1297875
41,1304750
42,1365833
43,968709
44,1335458
45,1299041
46,1299375
47,1244167
48,1245541
49,875500
50,1244041
51,1221500
52,1218166
53,1217416
54,1275833
55,1280500
56,1191666
57,1198958
58,1234833
59,1252334
60,1211375
61,1210000
62,1204833
63,1233625
64,1236750
65,1212375
66,1196542
67,1206417
68,1240834
69,1250458
70,1336958
71,1211708
72,859916
73,1240417
74,1204917
75,1207125
76,1214333
77,860625
78,1286042
79,1220542
80,1215250
81,847042
82,1202625
83,1261625
84,1372084
85,1211167
86,1209542
87,1252958
88,1260834
89,1208500
90,1223000
91,1242708
92,1233167
93,857417
94,1193750
95,1236500
96,1256708
97,939792
98,1284875
99,1263416
100,1222667
