Run,Time (nanoseconds)
1,1896291
2,2031875
3,1998708
4,1286417
5,1308042
6,1853917
7,1852291
8,1812667
9,1715625
10,1715334
11,1623458
12,1737291
13,1609125
14,1609458
15,1602292
16,1531833
17,1535584
18,1531667
19,1504792
20,1467500
21,1475375
22,1038708
23,1624083
24,1414000
25,1416750
26,983167
27,1395375
28,1394583
29,1384875
30,1349542
31,937375
32,1360083
33,1347250
34,927125
35,1261208
36,1339458
37,1332583
38,907708
39,1317958
40,1307458
41,1303917
42,1343375
43,1307958
44,1299250
45,1238791
46,1241833
47,1358334
48,1216042
49,1217833
50,1238583
51,1268250
52,1223250
53,878542
54,1243792
55,1226500
56,1208458
57,1210458
58,1232750
59,1285833
60,1206166
61,1323083
62,1282667
63,841541
64,1189625
65,1189125
66,1229292
67,1328458
68,1207083
69,1206875
70,1244875
71,1216416
72,1224333
73,1277750
74,1430042
75,1283541
76,1204917
77,1206625
78,842791
79,1237458
80,1237666
81,1227708
82,1208583
83,1244875
84,1214042
85,1216042
86,1206500
87,1289000
88,1322458
89,1212875
90,1221208
91,1261292
92,846542
93,1259166
94,1217500
95,1242333
96,1248041
97,1217125
98,1216875
99,1241208
100,1250125
