Run,Time (nanoseconds)
1,2259542
2,2258792
3,1432833
4,2031208
5,2039709
6,1881792
7,1864291
8,2097667
9,1715625
10,1716416
11,1717333
12,1716708
13,1663708
14,1609417
15,1611167
16,1626083
17,1598458
18,1550834
19,1533084
20,1529375
21,1475625
22,1467916
23,1452458
24,1421167
25,1422792
26,1416042
27,1432125
28,1451958
29,1371292
30,1362542
31,937125
32,1350875
33,1368666
34,1337708
35,1361167
36,1314542
37,1308166
38,1309834
39,1304000
40,1429584
41,1339083
42,1301792
43,1305083
44,1334334
45,1279125
46,1217167
47,1254125
48,1257375
49,1237375
50,1220000
51,1219500
52,859666
53,1129709
54,1215667
55,1213625
56,1210042
57,1254792
58,1215042
59,1207792
60,1207000
61,1259584
62,1273583
63,1209000
64,1206792
65,1244959
66,1250916
67,1364375
68,1261625
69,1243000
70,1288834
71,1206083
72,1206875
73,1239209
74,1177291
75,843917
76,1205584
77,1206375
78,1262875
79,846708
80,1240875
81,1353209
82,1207625
83,1243541
84,1251333
85,1229167
86,1239958
87,1251834
88,1262208
89,1255000
90,1217542
91,1259708
92,1284917
93,1224834
94,1292250
95,1228375
96,1234583
97,1259167
98,1209625
99,1209792
100,1242250
