Run,Time (nanoseconds)
1,19042
2,15041
3,13250
4,12833
5,12333
6,12125
7,12041
8,13083
9,20917
10,21083
11,12167
12,20125
13,12167
14,13250
15,12083
16,12291
17,12042
18,11958
19,12125
20,12166
21,12084
22,11917
23,11917
24,12208
25,25083
26,30416
27,14458
28,26042
29,24583
30,24333
31,13542
32,13292
33,24916
34,39125
35,23709
36,24666
37,23750
38,12709
39,23833
40,23875
41,23667
42,14125
43,25834
44,24500
45,23584
46,23833
47,24375
48,36375
49,12541
50,29500
51,18291
52,23791
53,44209
54,34041
55,23083
56,24834
57,31334
58,25375
59,24166
60,30250
61,30583
62,30375
63,30500
64,20333
65,12167
66,11958
67,12167
68,13250
69,11959
70,27792
71,25167
72,12042
73,11958
74,12292
75,12167
76,26667
77,12042
78,32042
79,12833
80,11917
81,29042
82,13791
83,29000
84,48708
85,40250
86,28583
87,29708
88,41042
89,30541
90,24708
91,20875
92,12083
93,11916
94,12000
95,12917
96,20334
97,28416
98,12167
99,26542
100,13125
