Run,Time (nanoseconds)
1,20125
2,14208
3,14000
4,12625
5,12209
6,11958
7,12208
8,12083
9,12042
10,12209
11,13000
12,12083
13,12375
14,12375
15,12125
16,12125
17,17084
18,11792
19,12167
20,12292
21,12417
22,12125
23,12250
24,12042
25,12209
26,11916
27,12167
28,12208
29,12875
30,12000
31,36000
32,35125
33,24250
34,23834
35,33375
36,26916
37,33125
38,22834
39,22250
40,24625
41,28458
42,12083
43,12334
44,12500
45,12250
46,11875
47,12250
48,13417
49,12167
50,12125
51,11958
52,12042
53,12083
54,12709
55,13083
56,12167
57,30167
58,13459
59,35084
60,33333
61,25500
62,22833
63,33541
64,23541
65,34375
66,26000
67,26041
68,23291
69,31292
70,23583
71,12042
72,26500
73,12333
74,24042
75,19875
76,11958
77,12083
78,12250
79,12042
80,11958
81,12084
82,12125
83,11959
84,13125
85,12042
86,12167
87,12333
88,26417
89,22750
90,25500
91,22792
92,23125
93,25333
94,27083
95,25500
96,22625
97,14292
98,13792
99,13375
100,12292
