Run,Time (nanoseconds)
1,19417
2,14625
3,13125
4,12542
5,12208
6,11833
7,12125
8,12041
9,12084
10,12166
11,12042
12,12125
13,12000
14,11958
15,24917
16,11959
17,12208
18,11917
19,11875
20,11917
21,12000
22,11875
23,11875
24,12000
25,11917
26,11750
27,31417
28,31417
29,35959
30,24500
31,30958
32,36792
33,32458
34,24000
35,30708
36,31834
37,13958
38,23792
39,17833
40,23208
41,12125
42,39791
43,30333
44,30500
45,23375
46,24125
47,31917
48,32834
49,30542
50,28584
51,33875
52,23709
53,22958
54,48917
55,31084
56,38167
57,14750
58,12791
59,34875
60,32250
61,12334
62,61209
63,49333
64,24042
65,30708
66,30458
67,23792
68,23375
69,30250
70,30708
71,30916
72,12667
73,19750
74,12250
75,12042
76,13708
77,32958
78,23834
79,23000
80,27375
81,23458
82,25500
83,30542
84,23083
85,11958
86,36291
87,32042
88,49792
89,22833
90,34083
91,34375
92,25458
93,12041
94,12042
95,11916
96,12042
97,12083
98,11875
99,12084
100,32750
