Run,Time (nanoseconds)
1,20292
2,15000
3,13250
4,12500
5,12250
6,12042
7,12000
8,11916
9,12000
10,11750
11,12083
12,11875
13,12041
14,12875
15,12250
16,12000
17,12750
18,12125
19,12166
20,13084
21,12125
22,12000
23,11709
24,11917
25,12000
26,12042
27,13042
28,25042
29,35292
30,23541
31,24292
32,31584
33,24791
34,23459
35,14125
36,24041
37,31292
38,30875
39,32417
40,12709
41,13084
42,12375
43,12875
44,11916
45,12333
46,12750
47,12125
48,11959
49,13000
50,11917
51,12333
52,13000
53,12834
54,11917
55,12833
56,12083
57,24000
58,35000
59,30333
60,23833
61,23625
62,30250
63,29583
64,30917
65,28208
66,23208
67,12375
68,12750
69,12250
70,12250
71,23083
72,12125
73,12042
74,57584
75,41459
76,26750
77,40625
78,29916
79,12125
80,23333
81,29417
82,22917
83,23333
84,24250
85,23417
86,23125
87,23542
88,23459
89,23166
90,23333
91,22833
92,11958
93,23667
94,31500
95,29875
96,13125
97,13291
98,12125
99,11959
100,12000
