Run,Time (nanoseconds)
1,1390792
2,1372625
3,1381916
4,1361291
5,1218250
6,1259458
7,1243584
8,1296167
9,1250167
10,1114125
11,1077250
12,1105875
13,1093750
14,1095958
15,1089833
16,1176500
17,1574792
18,3725792
19,2598167
20,2582792
21,2516084
22,2336042
23,1999500
24,1903167
25,2200125
26,893000
27,889625
28,926000
29,1711542
30,2260084
31,1770459
32,783166
33,798791
34,956250
35,829375
36,810416
37,798333
38,792875
39,784875
40,796041
41,772417
42,774708
43,768292
44,774292
45,760542
46,790292
47,780750
48,773458
49,756709
50,767250
51,731417
52,760583
53,732750
54,877416
55,841959
56,761500
57,740916
58,713000
59,712291
60,692834
61,713083
62,743416
63,714375
64,689333
65,736750
66,689375
67,712250
68,731542
69,842375
70,749125
71,734542
72,733541
73,729750
74,720375
75,716333
76,725125
77,740000
78,883083
79,715333
80,716541
81,721625
82,718750
83,714708
84,759458
85,724833
86,737791
87,723125
88,746125
89,723583
90,744750
91,722208
92,756209
93,744541
94,743542
95,729584
96,738125
97,756000
98,740458
99,733917
100,936708
