Run,Time (nanoseconds)
1,1605875
2,1457875
3,1367583
4,1403791
5,1400416
6,1291958
7,1213792
8,1208334
9,1202125
10,1231542
11,1114125
12,1108291
13,1061291
14,1094125
15,1095166
16,1082375
17,1015375
18,1025750
19,1110625
20,1173417
21,1051084
22,1038125
23,1026875
24,938417
25,962500
26,962833
27,982000
28,960417
29,960875
30,932417
31,911625
32,909042
33,907500
34,921583
35,911125
36,1009500
37,839167
38,873916
39,840000
40,863041
41,842500
42,834042
43,837208
44,831208
45,812000
46,861458
47,868667
48,821125
49,805542
50,805500
51,800417
52,772792
53,790417
54,792625
55,853125
56,799250
57,797416
58,789250
59,799041
60,794125
61,787666
62,780917
63,776834
64,769250
65,767750
66,812458
67,790834
68,775750
69,777500
70,774292
71,751041
72,771875
73,788667
74,865875
75,792375
76,769000
77,755125
78,688584
79,713167
80,709541
81,715875
82,725000
83,711666
84,693666
85,714625
86,710250
87,712292
88,716167
89,735625
90,744291
91,724625
92,731875
93,710333
94,734042
95,726833
96,743167
97,765166
98,735417
99,731834
100,877125
