Run,Time (nanoseconds)
1,459292
2,456083
3,451125
4,451250
5,453125
6,447333
7,449875
8,445500
9,447875
10,486792
11,893125
12,664792
13,463125
14,486458
15,448375
16,588625
17,632625
18,577250
19,833542
20,451666
21,448834
22,452250
23,452625
24,447459
25,453125
26,449333
27,449375
28,446084
29,450000
30,448667
31,471500
32,448125
33,463125
34,450375
35,458042
36,449584
37,444291
38,447542
39,485458
40,444916
41,446500
42,456834
43,604583
44,458791
45,449667
46,448583
47,700834
48,450500
49,456334
50,449667
51,455709
52,447333
53,446541
54,448167
55,581708
56,448250
57,464125
58,448541
59,446791
60,446709
61,461375
62,448709
63,598500
64,448583
65,447375
66,448834
67,444334
68,449292
69,500000
70,515500
71,490291
72,447500
73,447791
74,450084
75,447666
76,445958
77,449000
78,443000
79,446917
80,447125
81,458333
82,446000
83,444458
84,463666
85,445375
86,446125
87,447334
88,499375
89,449167
90,449000
91,447125
92,447667
93,446084
94,448875
95,446250
96,483959
97,798792
98,448583
99,445500
100,447625
